36::ROOT=gTclVW7-VG::TARGET=H8o-5ELpJD::MISSING=PREMISE_GROUP_1	36::7nogbZz4mf	1
36::ROOT=gTclVW7-VG::TARGET=NeuxKhjryq::MISSING=PREMISE_GROUP_1	36::msSlm_n1BN	1
36::ROOT=gTclVW7-VG::TARGET=gTclVW7-VG::MISSING=CONCLUSION	36::gTclVW7-VG	1
36::ROOT=gTclVW7-VG::TARGET=gTclVW7-VG::MISSING=PREMISE_GROUP_1	36::NeuxKhjryq	1
36::ROOT=gTclVW7-VG::TARGET=gTclVW7-VG::MISSING=PREMISE_GROUP_2	36::R2E-bbJPDE	1
36::ROOT=gTclVW7-VG::TARGET=gTclVW7-VG::MISSING=PREMISE_GROUP_2	36::H8o-5ELpJD	1
36::ROOT=gTclVW7-VG::TARGET=msSlm_n1BN::MISSING=PREMISE_GROUP_1	36::Wl3tM3NLW3	1
36::ROOT=gTclVW7-VG::TARGET=msSlm_n1BN::MISSING=PREMISE_GROUP_2	36::7qmRQq-4Nt	1
38::ROOT=kvmsYYeJIi::TARGET=7K7pQ1EkQV::MISSING=PREMISE_GROUP_1	38::vILJ_SJwTc	1
38::ROOT=kvmsYYeJIi::TARGET=fO-Lipr0bw::MISSING=PREMISE_GROUP_1	38::IGUu576KGB	1
38::ROOT=kvmsYYeJIi::TARGET=fO-Lipr0bw::MISSING=PREMISE_GROUP_2	38::z2aERHhOx5	1
38::ROOT=kvmsYYeJIi::TARGET=kvmsYYeJIi::MISSING=CONCLUSION	38::kvmsYYeJIi	1
38::ROOT=kvmsYYeJIi::TARGET=kvmsYYeJIi::MISSING=PREMISE_GROUP_1	38::fO-Lipr0bw	1
38::ROOT=kvmsYYeJIi::TARGET=kvmsYYeJIi::MISSING=PREMISE_GROUP_2	38::qU3UJav9zW	1
38::ROOT=kvmsYYeJIi::TARGET=kvmsYYeJIi::MISSING=PREMISE_GROUP_3	38::7K7pQ1EkQV	1
38::ROOT=kvmsYYeJIi::TARGET=qU3UJav9zW::MISSING=PREMISE_GROUP_1	38::XlFZSLhj8G	1
38::ROOT=kvmsYYeJIi::TARGET=qU3UJav9zW::MISSING=PREMISE_GROUP_2	38::RaQ7ikj5eB	1
40::ROOT=nohLyPiTQA::TARGET=8DLR5zcjru::MISSING=PREMISE_GROUP_1	40::cCKweiAfco	1
40::ROOT=nohLyPiTQA::TARGET=8DLR5zcjru::MISSING=PREMISE_GROUP_2	40::xA8acoJiAh	1
40::ROOT=nohLyPiTQA::TARGET=nohLyPiTQA::MISSING=CONCLUSION	40::nohLyPiTQA	1
40::ROOT=nohLyPiTQA::TARGET=nohLyPiTQA::MISSING=PREMISE_GROUP_1	40::8DLR5zcjru	1
40::ROOT=nohLyPiTQA::TARGET=nohLyPiTQA::MISSING=PREMISE_GROUP_1	40::tPJNl1ZwtO	1
40::ROOT=nohLyPiTQA::TARGET=nohLyPiTQA::MISSING=PREMISE_GROUP_1	40::CDuf_dPnFH	1
40::ROOT=nohLyPiTQA::TARGET=tPJNl1ZwtO::MISSING=PREMISE_GROUP_1	40::QaOJRqb5q2	1
40::ROOT=nohLyPiTQA::TARGET=tPJNl1ZwtO::MISSING=PREMISE_GROUP_2	40::fKRan2DwgB	1
41::ROOT=p-FRwCIvPj::TARGET=H7Dj5eSiS2::MISSING=PREMISE_GROUP_1	41::RxJa1D0bBQ	1
41::ROOT=p-FRwCIvPj::TARGET=H7Dj5eSiS2::MISSING=PREMISE_GROUP_2	41::muBOlZ9Y2U	1
41::ROOT=p-FRwCIvPj::TARGET=Ovuc-8zdWq::MISSING=PREMISE_GROUP_1	41::H7Dj5eSiS2	1
41::ROOT=p-FRwCIvPj::TARGET=Ovuc-8zdWq::MISSING=PREMISE_GROUP_2	41::_F0JYp4pM0	1
41::ROOT=p-FRwCIvPj::TARGET=_F0JYp4pM0::MISSING=PREMISE_GROUP_1	41::bDRGNVJVkh	1
41::ROOT=p-FRwCIvPj::TARGET=_F0JYp4pM0::MISSING=PREMISE_GROUP_2	41::XSkY0ydA-7	1
41::ROOT=p-FRwCIvPj::TARGET=cAhFW_hp1x::MISSING=PREMISE_GROUP_1	41::Ikbb3_P-zq	1
41::ROOT=p-FRwCIvPj::TARGET=cAhFW_hp1x::MISSING=PREMISE_GROUP_2	41::Ovuc-8zdWq	1
41::ROOT=p-FRwCIvPj::TARGET=p-FRwCIvPj::MISSING=CONCLUSION	41::p-FRwCIvPj	1
41::ROOT=p-FRwCIvPj::TARGET=p-FRwCIvPj::MISSING=PREMISE_GROUP_1	41::cAhFW_hp1x	1
41::ROOT=p-FRwCIvPj::TARGET=p-FRwCIvPj::MISSING=PREMISE_GROUP_2	41::OjB4COsPbY	1
48::ROOT=DImVRGQtmY::TARGET=1gpiuqd5Ra::MISSING=PREMISE_GROUP_1	48::U4DIKAuAFG	1
48::ROOT=DImVRGQtmY::TARGET=3L1NFnuI9k::MISSING=PREMISE_GROUP_1	48::NGDhUNEWae	1
48::ROOT=DImVRGQtmY::TARGET=9YxE_MU372::MISSING=PREMISE_GROUP_1	48::RdH8wPVm1h	1
48::ROOT=DImVRGQtmY::TARGET=DImVRGQtmY::MISSING=CONCLUSION	48::DImVRGQtmY	1
48::ROOT=DImVRGQtmY::TARGET=DImVRGQtmY::MISSING=PREMISE_GROUP_1	48::gMY5L0fzPr	1
48::ROOT=DImVRGQtmY::TARGET=DImVRGQtmY::MISSING=PREMISE_GROUP_1	48::jIg7Sm_4AU	1
48::ROOT=DImVRGQtmY::TARGET=NGDhUNEWae::MISSING=PREMISE_GROUP_1	48::3UdpTU9vTV	1
48::ROOT=DImVRGQtmY::TARGET=U4DIKAuAFG::MISSING=PREMISE_GROUP_1	48::jGAtALEplq	1
48::ROOT=DImVRGQtmY::TARGET=ZOHxcckMBo::MISSING=PREMISE_GROUP_1	48::tZH5g-He8-	1
48::ROOT=DImVRGQtmY::TARGET=gMY5L0fzPr::MISSING=PREMISE_GROUP_1	48::kdNWirri29	1
48::ROOT=DImVRGQtmY::TARGET=jGAtALEplq::MISSING=PREMISE_GROUP_1	48::3L1NFnuI9k	1
48::ROOT=DImVRGQtmY::TARGET=jIg7Sm_4AU::MISSING=PREMISE_GROUP_1	48::ZOHxcckMBo	1
48::ROOT=DImVRGQtmY::TARGET=jIg7Sm_4AU::MISSING=PREMISE_GROUP_1	48::lACzA3lN3n	1
48::ROOT=DImVRGQtmY::TARGET=kdNWirri29::MISSING=PREMISE_GROUP_1	48::U4DIKAuAFG	1
48::ROOT=DImVRGQtmY::TARGET=lACzA3lN3n::MISSING=PREMISE_GROUP_1	48::9YxE_MU372	1
48::ROOT=DImVRGQtmY::TARGET=tZH5g-He8-::MISSING=PREMISE_GROUP_1	48::1gpiuqd5Ra	1
49::ROOT=ow_ZZxmQr3::TARGET=1xZ1u66FDS::MISSING=PREMISE_GROUP_1	49::Gf4XYX68TS	1
49::ROOT=ow_ZZxmQr3::TARGET=9mhaA9ymjX::MISSING=PREMISE_GROUP_1	49::9tjO2kadgi	1
49::ROOT=ow_ZZxmQr3::TARGET=9tjO2kadgi::MISSING=PREMISE_GROUP_1	49::iz6GcsUctk	1
49::ROOT=ow_ZZxmQr3::TARGET=9tjO2kadgi::MISSING=PREMISE_GROUP_1	49::NzKISvC085	1
49::ROOT=ow_ZZxmQr3::TARGET=EW7_ujv-Nj::MISSING=PREMISE_GROUP_1	49::9mhaA9ymjX	1
49::ROOT=ow_ZZxmQr3::TARGET=Gf4XYX68TS::MISSING=PREMISE_GROUP_1	49::_9_mpbOCO6	1
49::ROOT=ow_ZZxmQr3::TARGET=J7kLc5XhmR::MISSING=PREMISE_GROUP_1	49::qRxDehItb9	1
49::ROOT=ow_ZZxmQr3::TARGET=JAW7CE-2Aj::MISSING=PREMISE_GROUP_1	49::uXtVwY_H1W	1
49::ROOT=ow_ZZxmQr3::TARGET=LPfXT3_9Ry::MISSING=PREMISE_GROUP_1	49::bTTe3Q-xeQ	1
49::ROOT=ow_ZZxmQr3::TARGET=LPfXT3_9Ry::MISSING=PREMISE_GROUP_2	49::4wzLTn7vkA	1
49::ROOT=ow_ZZxmQr3::TARGET=U46nc8W2ua::MISSING=PREMISE_GROUP_1	49::UE2RsLLtpq	1
49::ROOT=ow_ZZxmQr3::TARGET=UE2RsLLtpq::MISSING=PREMISE_GROUP_1	49::uAGzHbmiSr	1
